_id,timestamp
889087126951008873_344519709,2015-01-03T10:20:35.035Z
883982500295710911_344519709,2015-01-03T10:20:35.046Z
885638771537189363_344519709,2015-01-03T10:20:35.051Z
638816944447396229_344519709,2015-01-03T10:20:35.056Z
887621668766849303_344519709,2015-01-03T10:20:35.061Z
801540511400252094_207176587,2015-01-03T11:20:36.508Z
825443418657075025_328483914,2015-01-03T11:20:36.513Z
889052364219765990_301885660,2015-01-03T11:20:36.516Z
873679972709772851_328483914,2015-01-03T11:20:36.553Z
887427388426719199_298057082,2015-01-03T11:20:36.557Z
562497940488176992_502518056,2015-01-03T11:20:36.560Z
722617843810551689_502518056,2015-01-03T11:20:36.597Z
878435251598116394_502518056,2015-01-03T11:20:36.600Z
809221620437429917_328483914,2015-01-03T11:20:36.637Z
889727907254013323_298057082,2015-01-03T11:20:36.643Z
886468266267661814_301885660,2015-01-03T11:20:36.646Z
855170941087198565_328483914,2015-01-03T11:20:36.682Z
887569874262240935_328483914,2015-01-03T11:20:36.685Z
875213866986712583_328483914,2015-01-03T11:20:36.687Z
623407476945962359_502518056,2015-01-03T11:20:36.725Z
723208316887484116_502518056,2015-01-03T11:20:36.728Z
833205274041724077_328483914,2015-01-03T11:20:36.765Z
799063672164542661_1413669697,2015-01-03T11:20:36.770Z
887055271561156589_301885660,2015-01-03T11:20:36.773Z
889275023075464382_301885660,2015-01-03T11:20:36.809Z
887583461198344157_328483914,2015-01-03T11:20:36.811Z
886862869956472597_328483914,2015-01-03T11:20:36.813Z
671850856256096144_502518056,2015-01-03T11:20:36.818Z
779121377204487906_502518056,2015-01-03T11:20:36.855Z
796247057835568393_328483914,2015-01-03T11:20:36.858Z
784644776006594440_328483914,2015-01-03T11:20:36.896Z
887663507641357434_301885660,2015-01-03T11:20:36.899Z
889668490825978973_301885660,2015-01-03T11:20:36.901Z
855783957868653994_328483914,2015-01-03T11:20:36.911Z
881122005888085596_328483914,2015-01-03T11:20:36.913Z
684895519980373710_502518056,2015-01-03T11:20:36.915Z
793505585645471667_502518056,2015-01-03T11:20:36.918Z
796247219140111627_328483914,2015-01-03T11:20:36.921Z
889722932682183708_301885660,2015-01-03T11:20:36.928Z
889155492717942618_301885660,2015-01-03T11:20:36.930Z
855149918195363351_328483914,2015-01-03T11:20:36.932Z
864606030435003933_328483914,2015-01-03T11:20:36.936Z
886863248324636446_328483914,2015-01-03T11:20:36.938Z
718851526003509155_502518056,2015-01-03T11:20:36.940Z
808752684163122706_502518056,2015-01-03T11:20:36.943Z
797021770329436058_328483914,2015-01-03T11:20:36.946Z
888027425911392038_182464144,2015-01-03T12:20:37.756Z
840679977422881379_1425111215,2015-01-03T12:20:37.762Z
866381000334312172_1425111215,2015-01-03T12:20:37.764Z
874780870485148209_1425111215,2015-01-03T12:20:37.768Z
777581551410818983_328483914,2015-01-03T12:20:37.771Z
889755339579369934_210382217,2015-01-03T12:20:37.781Z
889736276544924776_328483914,2015-01-03T12:20:37.783Z
865431593476621064_1425111215,2015-01-03T12:20:37.786Z
872965223677625310_1425111215,2015-01-03T12:20:37.789Z
878073108761870387_1425111215,2015-01-03T12:20:37.793Z
889046824034841083_14764683,2015-01-03T12:20:37.805Z
842844221375447985_1425111215,2015-01-03T12:20:37.807Z
867484858141835881_1425111215,2015-01-03T12:20:37.810Z
875602766776697752_1425111215,2015-01-03T12:20:37.812Z
835953864574436159_1425111215,2015-01-03T12:20:37.818Z
845839652380410717_1425111215,2015-01-03T12:20:37.820Z
868234578816598404_1425111215,2015-01-03T12:20:37.822Z
876367933772857719_1425111215,2015-01-03T12:20:37.824Z
824471629500723368_46214555,2015-01-03T12:20:37.830Z
839829374266180159_1425111215,2015-01-03T12:20:37.833Z
854733324920488552_1425111215,2015-01-03T12:20:37.835Z
869221855214633785_1425111215,2015-01-03T12:20:37.841Z
877403707188379973_1425111215,2015-01-03T12:20:37.844Z
595043293604557066_46214555,2015-01-03T13:20:40.227Z
889774704279470611_1465788375,2015-01-03T13:20:40.232Z
889763572157877613_338865866,2015-01-03T13:20:40.235Z
889779117526139518_1465788375,2015-01-03T13:20:40.249Z
856290730102828456_328483914,2015-01-03T13:20:40.251Z
886169441531673573_230119941,2015-01-03T13:20:40.254Z
869710706928073557_230119941,2015-01-03T13:20:40.266Z
888487099164311895_1465788375,2015-01-03T13:20:40.269Z
889759535278066907_488644354,2015-01-03T13:20:40.272Z
889777264432300621_1465788375,2015-01-03T13:20:40.282Z
889682280928560093_1465788375,2015-01-03T13:20:40.284Z
889192626278676046_1575703884,2015-01-03T13:20:40.287Z
848395042538991319_328483914,2015-01-03T13:20:40.295Z
889291356452072786_1495032474,2015-01-03T13:20:40.298Z
889801554409841800_324008096,2015-01-03T14:20:43.342Z
875538444137780520_1581145500,2015-01-03T14:20:43.345Z
872521999090963615_1581145500,2015-01-03T14:20:43.357Z
882518254185600621_1581145500,2015-01-03T14:20:43.360Z
872523637209945422_1581145500,2015-01-03T14:20:43.371Z
880581113443825445_1575703884,2015-01-03T14:20:43.373Z
889800749397041439_35733063,2015-01-03T14:20:43.384Z
889792772533015949_301885660,2015-01-03T14:20:43.385Z
873869390226379963_1581145500,2015-01-03T14:20:43.394Z
889789033529895769_524951433,2015-01-03T14:20:43.397Z
790676055303369657_194899331,2015-01-03T15:20:46.610Z
889842344819054218_301885660,2015-01-03T15:20:46.614Z
854481015988000522_242994580,2015-01-03T15:20:46.629Z
889832641668629314_1465788375,2015-01-03T15:20:46.632Z
867262431184262449_242994580,2015-01-03T15:20:46.647Z
889825659192656534_1465788375,2015-01-03T15:20:46.649Z
887817793205153812_194899331,2015-01-03T15:20:46.660Z
889221384759646205_242994580,2015-01-03T15:20:46.671Z
710679098336705897_318927526,2015-01-03T16:20:49.905Z
542005617353478496_316271971,2015-01-03T16:20:49.910Z
889855781695665347_733459876,2015-01-03T16:20:49.923Z
710251046762369055_316271971,2015-01-03T16:20:49.925Z
292103375808835611_46214555,2015-01-03T16:20:49.934Z
519568396914709161_316271971,2015-01-03T16:20:49.936Z
861446954147092329_242994580,2015-01-03T16:20:49.938Z
889768813386383791_18331903,2015-01-03T16:20:49.947Z
530206577871737454_316271971,2015-01-03T16:20:49.949Z
451491234081329909_316271971,2015-01-03T16:20:49.960Z
812086914585645058_316271971,2015-01-03T16:20:49.962Z
889908636685746917_1465788375,2015-01-03T17:20:53.608Z
889898664115618233_1465788375,2015-01-03T17:20:53.613Z
857190127712818975_635649820,2015-01-03T17:20:53.616Z
889907704426185410_1465788375,2015-01-03T17:20:53.627Z
717599808352732537_182464144,2015-01-03T17:20:53.629Z
875141051261343171_635649820,2015-01-03T17:20:53.631Z
889905904633561738_1465788375,2015-01-03T17:20:53.641Z
791996043449030360_635649820,2015-01-03T17:20:53.643Z
878308627030168752_635649820,2015-01-03T17:20:53.645Z
889904272520823389_1465788375,2015-01-03T17:20:53.655Z
881161334057293392_635649820,2015-01-03T17:20:53.657Z
880367593675510820_635649820,2015-01-03T17:20:53.659Z
889902234365903392_1465788375,2015-01-03T17:20:53.666Z
850072617171506791_635649820,2015-01-03T17:20:53.668Z
889933706264466456_301885660,2015-01-03T18:20:58.124Z
889910757325849398_1465788375,2015-01-03T18:20:58.139Z
889909821912171280_1465788375,2015-01-03T18:20:58.151Z
866662645234174160_1376079641,2015-01-03T19:21:02.909Z
887463745234650123_1359349080,2015-01-03T19:21:02.913Z
861009834009987111_1376079641,2015-01-03T19:21:02.923Z
889956783723415583_1376079641,2015-01-03T19:21:02.943Z
889956877865884470_617581829,2015-01-03T19:21:02.956Z
889950065002363643_230119941,2015-01-03T19:21:02.967Z
890023425223253991_52388414,2015-01-03T21:21:11.936Z
890055248105212833_1376079641,2015-01-03T22:21:16.409Z
576892928816908958_497546089,2015-01-03T22:21:16.413Z
650988007474661807_497546089,2015-01-03T22:21:16.416Z
685295091892423112_497546089,2015-01-03T22:21:16.418Z
715382552345512935_497546089,2015-01-03T22:21:16.420Z
742229850958399759_497546089,2015-01-03T22:21:16.422Z
760989734809963041_497546089,2015-01-03T22:21:16.424Z
887736202815408215_497546089,2015-01-03T22:21:16.426Z
612393050283510575_497546089,2015-01-03T22:21:16.428Z
656516652159011462_497546089,2015-01-03T22:21:16.430Z
686074490682149718_497546089,2015-01-03T22:21:16.432Z
719717564255635575_497546089,2015-01-03T22:21:16.434Z
746148657854744652_497546089,2015-01-03T22:21:16.436Z
781007066378602563_497546089,2015-01-03T22:21:16.438Z
890052664204336446_1477979742,2015-01-03T22:21:16.440Z
616142978914781772_497546089,2015-01-03T22:21:16.441Z
668713402684737584_497546089,2015-01-03T22:21:16.443Z
691502444564253119_497546089,2015-01-03T22:21:16.445Z
726858651214613227_497546089,2015-01-03T22:21:16.447Z
749396815170833256_497546089,2015-01-03T22:21:16.449Z
782490356411337615_497546089,2015-01-03T22:21:16.451Z
566806243638840032_497546089,2015-01-03T22:21:16.453Z
636260099267037361_497546089,2015-01-03T22:21:16.455Z
674838618787874925_497546089,2015-01-03T22:21:16.456Z
697161176870619681_497546089,2015-01-03T22:21:16.458Z
740056603907131851_497546089,2015-01-03T22:21:16.460Z
750093791331944872_497546089,2015-01-03T22:21:16.462Z
573120493239995232_497546089,2015-01-03T22:21:16.464Z
648874918503582248_497546089,2015-01-03T22:21:16.466Z
889234258442698935_384996391,2015-01-03T22:21:16.468Z
702040136985151667_497546089,2015-01-03T22:21:16.470Z
740052011202972024_497546089,2015-01-03T22:21:16.472Z
759245009564272889_497546089,2015-01-03T22:21:16.474Z
781913602441414941_497546089,2015-01-03T22:21:17.462Z
818759915195665033_497546089,2015-01-03T22:21:17.464Z
847229461829060769_497546089,2015-01-03T22:21:17.467Z
306679929266689694_203032996,2015-01-03T22:21:17.469Z
869002118849169818_497546089,2015-01-03T22:21:17.471Z
881165524322552264_497546089,2015-01-03T22:21:17.473Z
882750038933048014_497546089,2015-01-03T22:21:17.475Z
789769245927999822_497546089,2015-01-03T22:21:17.477Z
825516336536946741_497546089,2015-01-03T22:21:17.479Z
850791945647229657_497546089,2015-01-03T22:21:17.481Z
865870335039310767_497546089,2015-01-03T22:21:17.483Z
871648137437055178_497546089,2015-01-03T22:21:17.486Z
618650883427554609_208882964,2015-01-03T22:21:17.488Z
814787477589906745_203032996,2015-01-03T22:21:17.489Z
789650399644682507_497546089,2015-01-03T22:21:17.491Z
835418749087583074_497546089,2015-01-03T22:21:17.493Z
852199806315071715_497546089,2015-01-03T22:21:17.499Z
867525367837035468_497546089,2015-01-03T22:21:17.501Z
871650427552205149_497546089,2015-01-03T22:21:17.503Z
880336193090292570_497546089,2015-01-03T22:21:17.505Z
883277743520811804_497546089,2015-01-03T22:21:17.507Z
802952836602202766_497546089,2015-01-03T22:21:17.509Z
838563525274175667_497546089,2015-01-03T22:21:17.511Z
858869769251654196_497546089,2015-01-03T22:21:17.513Z
431987870219031841_203032996,2015-01-03T22:21:17.515Z
871654983967247016_497546089,2015-01-03T22:21:17.517Z
807151162656478629_203032996,2015-01-03T22:21:17.519Z
810022926527040224_497546089,2015-01-03T22:21:17.521Z
839386553507711153_497546089,2015-01-03T22:21:17.523Z
863942324287245135_497546089,2015-01-03T22:21:17.525Z
868746705692068843_497546089,2015-01-03T22:21:17.527Z
874096834464779261_497546089,2015-01-03T22:21:17.528Z
882586403044657979_497546089,2015-01-03T22:21:17.531Z
853000621155833597_208882964,2015-01-03T22:21:18.511Z
887822449147709691_497546089,2015-01-03T22:21:18.518Z
885406359580510642_1480912753,2015-01-03T22:21:18.521Z
885436503261513842_497546089,2015-01-03T22:21:18.531Z
841376645044393632_208882964,2015-01-03T22:21:18.535Z
887820136735639731_497546089,2015-01-03T22:21:18.546Z
887826923102734756_497546089,2015-01-03T22:21:18.548Z
824756935217534618_208882964,2015-01-03T22:21:18.569Z
890040091148951499_1477979742,2015-01-03T22:21:18.572Z
887824368712878411_497546089,2015-01-03T22:21:18.583Z
868097216863983602_203032996,2015-01-03T22:21:18.585Z
844103044240389168_706424492,2015-01-03T23:21:22.980Z
463473179837286660_335647001,2015-01-03T23:21:22.983Z
890078019425844985_26284270,2015-01-03T23:21:22.994Z
890081276274975145_286876575,2015-01-03T23:21:23.005Z
452874125277350607_335647001,2015-01-03T23:21:23.015Z
887845956715317330_1376079641,2015-01-03T23:21:23.024Z
869529760952247891_240573096,2015-01-04T00:17:28.156Z
890135410774677657_403308621,2015-01-04T01:17:28.206Z
890134969525508239_403308621,2015-01-04T01:17:28.235Z
886358506021739567_201426174,2015-01-04T01:17:28.266Z
820357039985111293_266444971,2015-01-04T03:17:28.270Z
486975668555674462_266130315,2015-01-04T06:17:28.583Z
459317546882232984_266130315,2015-01-04T06:17:28.588Z
890280518977095194_308106312,2015-01-04T06:17:28.593Z
455053950279021149_266130315,2015-01-04T06:17:28.596Z
458599804000596930_266130315,2015-01-04T06:17:28.600Z
480340795300573504_266130315,2015-01-04T06:17:28.604Z
519399179244859643_266130315,2015-01-04T06:17:28.607Z
486799102534021306_266130315,2015-01-04T06:17:28.609Z
412942860967801339_266130315,2015-01-04T06:17:28.613Z
392769178538669005_266130315,2015-01-04T06:17:28.616Z
455054801563349608_266130315,2015-01-04T06:17:28.620Z
459973272180945752_266130315,2015-01-04T06:17:28.622Z
490624147551220169_266130315,2015-01-04T06:17:28.625Z
544079612054139819_266130315,2015-01-04T06:17:28.629Z
486020745307419164_266130315,2015-01-04T06:17:28.631Z
346209786523873679_266130315,2015-01-04T06:17:28.635Z
413632810528862469_266130315,2015-01-04T06:17:28.638Z
457958338077192774_266130315,2015-01-04T06:17:28.640Z
461571134635438349_266130315,2015-01-04T06:17:28.643Z
496527722026430579_266130315,2015-01-04T06:17:28.645Z
545578166836850908_266130315,2015-01-04T06:17:28.648Z
458662121870520695_266130315,2015-01-04T06:17:28.651Z
345648836666257867_266130315,2015-01-04T06:17:28.653Z
447705222706688642_266130315,2015-01-04T06:17:28.656Z
457973870239216498_266130315,2015-01-04T06:17:28.658Z
462860974383493423_266130315,2015-01-04T06:17:28.661Z
497862146076766494_266130315,2015-01-04T06:17:28.664Z
459987552418721873_266130315,2015-01-04T06:17:28.666Z
362830150678933708_266130315,2015-01-04T06:17:28.669Z
447725750888756187_266130315,2015-01-04T06:17:28.671Z
458601254692910042_266130315,2015-01-04T06:17:28.674Z
478840288614609392_266130315,2015-01-04T06:17:28.676Z
502240258285695851_266130315,2015-01-04T06:17:28.679Z
576162206149047236_266130315,2015-01-04T06:17:29.551Z
773148718370451886_266130315,2015-01-04T06:17:29.556Z
634840327622292200_266130315,2015-01-04T06:17:29.581Z
785582399668154836_266130315,2015-01-04T06:17:29.584Z
635494210765910528_266130315,2015-01-04T06:17:29.609Z
869513681539756589_266130315,2015-01-04T06:17:29.612Z
755866728151708497_266130315,2015-01-04T06:17:29.643Z
869514366175998589_266130315,2015-01-04T06:17:29.647Z
781106538541806539_266130315,2015-01-04T06:17:29.690Z
889067517090596026_285465384,2015-01-04T08:17:28.579Z
524412468288712651_35467202,2015-01-04T08:17:28.582Z
756385861060423103_35467202,2015-01-04T08:17:28.585Z
799286361684576187_285465384,2015-01-04T08:17:28.596Z
558565464631045876_35467202,2015-01-04T08:17:28.599Z
761478833472957681_35467202,2015-01-04T08:17:28.601Z
815873541244585672_285465384,2015-01-04T08:17:28.612Z
628956207245324196_35467202,2015-01-04T08:17:28.615Z
783913578592890138_35467202,2015-01-04T08:17:28.617Z
839831411363284080_285465384,2015-01-04T08:17:28.628Z
708555673996258517_35467202,2015-01-04T08:17:28.630Z
