votes,timestamp
288,2015-01-19T10:40:25.585Z
288,2015-01-19T11:01:00.943Z
288,2015-01-19T11:59:20.975Z
288,2015-01-19T13:22:25.748Z
288,2015-01-19T14:43:44.102Z
288,2015-01-19T15:43:48.535Z
288,2015-01-19T16:43:39.198Z
288,2015-01-19T17:43:42.712Z
288,2015-01-19T21:08:56.466Z
288,2015-01-19T22:08:52.235Z
288,2015-01-19T23:08:48.608Z
288,2015-01-20T00:08:50.937Z
288,2015-01-20T01:08:50.258Z
288,2015-01-20T02:08:49.335Z
288,2015-01-20T03:09:01.366Z
288,2015-01-20T04:08:51.235Z
288,2015-01-20T05:08:55.406Z
288,2015-01-20T06:08:54.266Z
288,2015-01-20T07:08:51.913Z
288,2015-01-20T08:08:55.097Z
288,2015-01-20T09:08:55.197Z
288,2015-01-20T10:08:55.514Z
288,2015-01-20T11:09:02.423Z
288,2015-01-20T12:08:57.877Z
288,2015-01-20T13:08:57.735Z
288,2015-01-20T14:09:02.076Z
288,2015-01-20T16:09:03.358Z
288,2015-01-20T17:28:56.118Z
288,2015-01-20T19:28:40.238Z
288,2015-01-20T20:28:43.814Z
288,2015-01-20T21:28:47.284Z
288,2015-01-20T22:28:55.263Z
288,2015-01-20T23:28:46.980Z
288,2015-01-21T09:03:10.468Z
288,2015-01-21T10:02:40.545Z
288,2015-01-21T11:02:41.378Z
291,2015-01-23T18:37:11.269Z
291,2015-01-25T11:54:29.710Z
291,2015-01-25T12:54:10.815Z
291,2015-01-26T09:15:32.087Z
292,2015-01-28T13:49:49.707Z
292,2015-01-28T14:48:02.176Z
292,2015-01-28T15:48:12.771Z
292,2015-01-28T16:48:26.631Z
292,2015-01-28T17:48:45.136Z
292,2015-01-28T18:48:15.699Z
292,2015-01-28T19:48:24.716Z
292,2015-01-28T20:48:21.128Z
292,2015-01-28T21:48:31.278Z
292,2015-01-28T22:47:35.813Z
292,2015-01-28T23:47:46.768Z
293,2015-01-30T22:50:50.316Z
293,2015-01-30T23:48:07.261Z
293,2015-01-31T00:48:14.299Z
293,2015-01-31T01:48:36.497Z
293,2015-01-31T02:48:47.592Z
293,2015-01-31T03:48:59.757Z
293,2015-01-31T04:49:00.300Z
293,2015-01-31T05:49:05.412Z
295,2015-02-02T14:06:45.419Z
295,2015-02-02T15:05:27.360Z
295,2015-02-02T16:05:09.091Z
295,2015-02-03T10:40:26.581Z
295,2015-02-03T11:39:35.638Z
295,2015-02-03T12:40:02.195Z
295,2015-02-03T13:39:30.949Z
295,2015-02-03T14:39:45.908Z
295,2015-02-03T15:43:38.790Z
295,2015-02-03T16:40:21.451Z
295,2015-02-03T17:39:51.885Z
295,2015-02-03T18:40:15.937Z
295,2015-02-03T19:39:36.321Z
295,2015-02-03T20:39:53.198Z
295,2015-02-03T21:39:41.467Z
295,2015-02-03T22:13:56.342Z
295,2015-02-03T23:13:42.745Z
295,2015-02-04T00:13:33.340Z
295,2015-02-04T01:13:37.557Z
295,2015-02-04T02:13:23.884Z
295,2015-02-04T03:13:39.618Z
295,2015-02-04T04:13:26.107Z
295,2015-02-04T05:13:45.249Z
295,2015-02-04T06:13:43.093Z
295,2015-02-04T07:14:10.466Z
295,2015-02-04T08:14:02.716Z
295,2015-02-04T09:18:29.452Z
295,2015-02-04T10:14:27.778Z
295,2015-02-04T11:14:21.391Z
295,2015-02-04T12:14:06.294Z
295,2015-02-04T13:14:20.654Z
295,2015-02-04T14:14:14.876Z
295,2015-02-04T15:14:50.873Z
295,2015-02-04T16:15:18.615Z
295,2015-02-04T17:14:36.039Z
295,2015-02-04T18:14:50.810Z
295,2015-02-04T19:14:45.588Z
295,2015-02-04T20:14:34.044Z
295,2015-02-04T21:14:26.372Z
295,2015-02-04T22:14:11.206Z
295,2015-02-04T23:14:19.541Z
295,2015-02-05T00:14:17.272Z
295,2015-02-05T01:14:11.073Z
295,2015-02-05T02:14:11.197Z
295,2015-02-05T03:14:12.391Z
295,2015-02-05T04:14:16.174Z
295,2015-02-05T05:14:13.636Z
295,2015-02-05T06:14:22.754Z
295,2015-02-05T07:14:26.731Z
295,2015-02-05T08:14:19.224Z
295,2015-02-05T09:14:25.396Z
296,2015-02-09T13:34:28.884Z
296,2015-02-09T13:49:42.033Z
296,2015-02-09T14:49:15.681Z
296,2015-02-09T15:49:14.273Z
296,2015-02-09T16:49:43.606Z
296,2015-02-09T17:49:02.688Z
296,2015-02-09T18:49:24.179Z
296,2015-02-12T08:45:35.542Z
296,2015-02-12T09:42:55.203Z
296,2015-02-12T10:43:19.225Z
296,2015-02-12T11:43:09.682Z
296,2015-02-12T12:42:25.525Z
296,2015-02-12T13:42:42.784Z
296,2015-02-12T14:42:35.725Z
296,2015-02-12T15:42:24.190Z
296,2015-02-12T21:32:47.594Z
296,2015-02-14T08:16:29.069Z
296,2015-02-14T09:18:17.345Z
296,2015-02-14T10:19:55.238Z
296,2015-02-14T11:21:51.827Z
296,2015-02-14T12:23:26.501Z
296,2015-02-14T13:24:50.721Z
296,2015-02-14T14:26:23.450Z
296,2015-02-14T15:27:54.576Z
296,2015-02-14T16:29:39.973Z
296,2015-02-14T17:31:20.453Z
296,2015-02-14T18:33:09.121Z
296,2015-02-14T19:44:00.759Z
297,2015-02-16T14:35:17.165Z
297,2015-02-16T15:37:26.288Z
297,2015-02-16T23:08:00.453Z
297,2015-02-17T04:22:56.946Z
297,2015-02-17T05:24:23.266Z
297,2015-02-17T06:25:42.966Z
297,2015-02-17T07:27:07.958Z
297,2015-02-17T08:28:31.052Z
297,2015-02-17T22:04:55.537Z
297,2015-02-17T23:06:43.651Z
297,2015-02-18T00:08:15.565Z
297,2015-02-18T01:09:42.849Z
297,2015-02-18T02:11:06.660Z
297,2015-02-18T03:12:39.383Z
297,2015-02-18T04:14:15.068Z
297,2015-02-18T05:15:42.567Z
297,2015-02-18T06:17:12.675Z
297,2015-02-18T07:18:39.949Z
297,2015-02-18T08:21:28.095Z
297,2015-02-18T09:23:16.467Z
