_id,timestamp
406400251355981853_54358321,2014-12-13T12:44:30.774Z
444237581173123443_54358321,2014-12-13T12:44:30.781Z
464539922887600450_54358321,2014-12-13T12:44:30.782Z
402958339659786768_54358321,2014-12-13T12:44:30.784Z
454030978159208879_54358321,2014-12-13T12:44:30.785Z
477978368188606708_54358321,2014-12-13T12:44:30.790Z
433061219355846754_54358321,2014-12-13T12:44:30.794Z
454193105599719984_54358321,2014-12-13T12:44:30.795Z
433332069447494467_54358321,2014-12-13T12:44:30.796Z
454200022686493366_54358321,2014-12-13T12:44:30.798Z
439132874356287912_54358321,2014-12-13T12:44:30.800Z
454888977685801880_54358321,2014-12-13T12:44:30.804Z
356543001074592424_54358321,2014-12-13T13:44:31.840Z
357108819772566302_54358321,2014-12-13T13:44:31.845Z
363700042813663809_54358321,2014-12-13T13:44:31.849Z
386778555305159416_54358321,2014-12-13T13:44:31.851Z
386778204879448821_54358321,2014-12-13T13:44:31.854Z
868659211154535807_1575703884,2014-12-13T15:44:34.297Z
852194402869316860_24596666,2014-12-13T15:44:34.298Z
794097208884717867_54358321,2014-12-13T15:44:34.303Z
862320141916573225_24596666,2014-12-13T15:44:34.305Z
798645506110909430_54358321,2014-12-13T15:44:34.313Z
800058251003816663_54358321,2014-12-13T15:44:34.323Z
808548796343127431_24596666,2014-12-13T15:44:34.333Z
584103510998548748_8517079,2014-12-13T17:44:37.289Z
370766522196459930_8517079,2014-12-13T17:44:37.290Z
487475860339720948_8517079,2014-12-13T17:44:37.295Z
854505790640259082_8517079,2014-12-13T17:44:37.296Z
493103390027448713_8517079,2014-12-13T17:44:37.302Z
526801356420317442_8517079,2014-12-13T17:44:37.307Z
371598354173427934_8517079,2014-12-13T17:44:37.313Z
859968176371255261_1359349080,2014-12-13T18:44:38.802Z
830562821921031791_1359349080,2014-12-13T18:44:38.811Z
792019565415482520_1359349080,2014-12-13T20:44:41.993Z
874771166148395986_573255479,2014-12-13T20:44:42.002Z
775585596757979837_1395252763,2014-12-13T21:44:43.898Z
725448507221589240_38439590,2014-12-13T21:44:43.902Z
814348227792428107_565875598,2014-12-13T21:44:43.905Z
874093479985766134_565875598,2014-12-13T21:44:43.907Z
860336608621834676_1395252763,2014-12-13T21:44:43.914Z
802892554714224138_354990772,2014-12-13T21:44:43.915Z
870914435917474891_1159381978,2014-12-13T21:44:43.915Z
874802750960486944_1360605561,2014-12-13T21:44:43.916Z
873451635268596103_1395252763,2014-12-13T21:44:43.921Z
871679136188264042_1159381978,2014-12-13T21:44:43.922Z
795491045282158456_354990772,2014-12-13T21:44:43.923Z
849069535104949444_565875598,2014-12-13T21:44:43.926Z
873804121086291637_1159381978,2014-12-13T21:44:43.927Z
848530325902201958_354990772,2014-12-13T21:44:43.928Z
874745445604932701_832417830,2014-12-13T21:44:43.935Z
812513097666772249_38439590,2014-12-13T21:44:43.938Z
601358913559158742_52388414,2014-12-13T21:44:43.941Z
874834973770457479_1557627887,2014-12-13T22:44:46.410Z
598584514129128962_19373546,2014-12-13T22:44:46.414Z
598579377264356722_19373546,2014-12-13T22:44:46.420Z
873837211604709174_19373546,2014-12-13T22:44:46.425Z
816538330920625760_1495065232,2014-12-13T23:44:48.984Z
874842377002871188_1445893513,2014-12-13T23:44:48.986Z
830980488318658019_1495065232,2014-12-13T23:44:48.992Z
867457274157966979_1495065232,2014-12-13T23:44:48.998Z
873858483483813148_1495065232,2014-12-13T23:44:49.008Z
874866232619156974_1359349080,2014-12-13T23:44:49.014Z
841420613227817807_210382217,2014-12-14T00:44:51.534Z
871699151258109796_1359349080,2014-12-14T00:44:51.540Z
872670700364802761_210382217,2014-12-14T00:44:51.543Z
873386697560561784_192377437,2014-12-14T01:44:54.204Z
875094599074628459_1465788375,2014-12-14T06:45:08.294Z
875093677778977629_1465788375,2014-12-14T06:45:08.304Z
875092142764376901_1465788375,2014-12-14T06:45:08.319Z
875090008207573797_1465788375,2014-12-14T06:45:08.333Z
875125150737285529_1465788375,2014-12-14T07:45:10.811Z
875120517432262967_1465788375,2014-12-14T07:45:10.812Z
875114890924441814_1465788375,2014-12-14T07:45:10.813Z
875109581799604341_1465788375,2014-12-14T07:45:10.814Z
875102282871784441_1465788375,2014-12-14T07:45:10.815Z
875096620964037522_1465788375,2014-12-14T07:45:10.816Z
875124350120149383_1465788375,2014-12-14T07:45:10.818Z
875119474359189792_1465788375,2014-12-14T07:45:10.819Z
875113585673814206_1465788375,2014-12-14T07:45:10.820Z
875108040585822299_1465788375,2014-12-14T07:45:10.820Z
875101242894107620_1465788375,2014-12-14T07:45:10.821Z
875095773479748489_1465788375,2014-12-14T07:45:10.822Z
875123406343029104_1465788375,2014-12-14T07:45:10.824Z
875117798323699976_1465788375,2014-12-14T07:45:10.825Z
875112733869392047_1465788375,2014-12-14T07:45:10.826Z
875100024868225992_1465788375,2014-12-14T07:45:10.827Z
875107056476274756_1465788375,2014-12-14T07:45:10.827Z
875122160357917017_1465788375,2014-12-14T07:45:10.830Z
875116459610915054_1465788375,2014-12-14T07:45:10.831Z
875111987794985120_1465788375,2014-12-14T07:45:10.831Z
875105162387308583_1465788375,2014-12-14T07:45:10.832Z
875098875150779319_1465788375,2014-12-14T07:45:10.833Z
875121297195319623_1465788375,2014-12-14T07:45:10.834Z
875115782222430437_1465788375,2014-12-14T07:45:10.835Z
875111138247098515_1465788375,2014-12-14T07:45:10.836Z
875103393607368714_1465788375,2014-12-14T07:45:10.837Z
875097741321356191_1465788375,2014-12-14T07:45:10.838Z
838188213114929522_144892207,2014-12-14T08:45:14.930Z
865728946973606413_144892207,2014-12-14T08:45:14.934Z
875126682119619006_1465788375,2014-12-14T08:45:14.938Z
875125850322026919_1465788375,2014-12-14T08:45:14.941Z
845967887698133990_144892207,2014-12-14T08:45:14.945Z
858010495305079103_198943541,2014-12-14T09:45:19.197Z
804465301486737341_440059004,2014-12-14T09:45:19.198Z
863909003397076612_440059004,2014-12-14T09:45:19.199Z
875172909822937782_1491985673,2014-12-14T09:45:19.201Z
819396132739126967_440059004,2014-12-14T09:45:19.202Z
871838045978925032_440059004,2014-12-14T09:45:19.203Z
875171409293904534_1491985673,2014-12-14T09:45:19.206Z
820354634156512653_440059004,2014-12-14T09:45:19.207Z
875157078340870580_1557627887,2014-12-14T09:45:19.207Z
697068239913391640_440059004,2014-12-14T09:45:19.217Z
853575365258286939_440059004,2014-12-14T09:45:19.218Z
875156846958396227_1465788375,2014-12-14T09:45:19.220Z
723261193908557359_440059004,2014-12-14T09:45:19.223Z
853579357078066442_440059004,2014-12-14T09:45:19.225Z
875259456110135473_245124033,2014-12-14T12:45:34.705Z
875274282035618969_1587984392,2014-12-14T12:45:34.712Z
864323562989724818_551580040,2014-12-14T13:45:39.504Z
874698989927179544_551580040,2014-12-14T13:45:39.505Z
867874329113699412_551580040,2014-12-14T13:45:39.511Z
869692444470453343_551580040,2014-12-14T13:45:39.512Z
864523856658867989_551580040,2014-12-14T13:45:39.515Z
875284148933410897_1465788375,2014-12-14T13:45:39.516Z
869371958800721848_551580040,2014-12-14T13:45:39.518Z
874450096245220662_551580040,2014-12-14T13:45:39.521Z
873817366935919820_1538669630,2014-12-14T15:45:49.728Z
875339734518318927_1359349080,2014-12-14T15:45:49.732Z
873247213457955608_176994277,2014-12-14T15:45:49.735Z
875405972341827719_4833113,2014-12-14T17:46:00.812Z
875156304741097386_565875598,2014-12-14T18:46:06.710Z
761436367589721157_1359349080,2014-12-14T18:46:06.721Z
839126502275532758_1359349080,2014-12-14T18:46:06.731Z
875445193719981227_551580040,2014-12-14T18:46:06.738Z
875478481689825726_316271971,2014-12-14T19:46:12.198Z
875513323624051504_268578819,2014-12-14T20:46:17.607Z
875508106645528738_1245481335,2014-12-14T20:46:17.614Z
848688527047062122_177761467,2014-12-14T20:46:17.620Z
859419855182819973_177761467,2014-12-14T20:46:17.627Z
875578623759096151_144596413,2014-12-14T22:46:28.389Z
875576293564560134_1395252763,2014-12-14T22:46:28.398Z
874118156654308765_273166626,2014-12-14T22:46:28.406Z
874119890395033036_273166626,2014-12-14T22:46:28.414Z
866975487662420396_177761467,2014-12-14T23:46:33.866Z
875584645754829846_547225046,2014-12-14T23:46:33.873Z
874611841722412500_1574448514,2014-12-15T00:46:39.336Z
