timestamp,count,tag
2015-02-15,155498,EXPO2015italianlife
2015-02-16,156488,EXPO2015italianlife
2015-02-17,159328,EXPO2015italianlife
2015-02-18,161653,EXPO2015italianlife
2015-02-19,161858,EXPO2015italianlife
2015-02-2,116725,EXPO2015italianlife
2015-02-3,123829,EXPO2015italianlife
2015-02-4,125639,EXPO2015italianlife
2015-02-9,2159,EXPO2015italianlife
2014-12-10,21129,EXPO2015terramare
2014-12-11,26560,EXPO2015terramare
2014-12-12,31094,EXPO2015terramare
2014-12-13,34955,EXPO2015terramare
2014-12-14,33917,EXPO2015terramare
2014-12-15,33889,EXPO2015terramare
2014-12-16,33929,EXPO2015terramare
2014-12-17,34252,EXPO2015terramare
2014-12-18,34394,EXPO2015terramare
2014-12-19,34569,EXPO2015terramare
2014-12-20,34721,EXPO2015terramare
2014-12-21,34817,EXPO2015terramare
2014-12-22,34916,EXPO2015terramare
2014-12-23,34954,EXPO2015terramare
2014-12-24,34996,EXPO2015terramare
2014-12-25,34869,EXPO2015terramare
2014-12-26,34887,EXPO2015terramare
2014-12-27,34967,EXPO2015terramare
2014-12-28,34929,EXPO2015terramare
2014-12-7,2257,EXPO2015terramare
2014-12-8,8873,EXPO2015terramare
2014-12-9,17799,EXPO2015terramare
2015-01-10,35814,EXPO2015terramare
2015-01-11,35827,EXPO2015terramare
2015-01-12,35760,EXPO2015terramare
2015-01-14,512,EXPO2015terramare
2015-01-15,36469,EXPO2015terramare
2015-01-17,6247,EXPO2015terramare
2015-01-19,24966,EXPO2015terramare
2015-01-2,35312,EXPO2015terramare
2015-01-20,2474,EXPO2015terramare
2015-01-21,11959,EXPO2015terramare
2015-01-22,3973,EXPO2015terramare
2015-01-23,40669,EXPO2015terramare
2015-01-24,40891,EXPO2015terramare
2015-01-25,40959,EXPO2015terramare
2015-01-26,3968,EXPO2015terramare
2015-01-28,5434,EXPO2015terramare
2015-01-3,35377,EXPO2015terramare
2015-01-30,4515,EXPO2015terramare
2015-01-4,35504,EXPO2015terramare
2015-01-5,35502,EXPO2015terramare
2015-01-6,35522,EXPO2015terramare
2015-01-7,35569,EXPO2015terramare
2015-01-8,35671,EXPO2015terramare
2015-01-9,35684,EXPO2015terramare
2015-02-12,41726,EXPO2015terramare
2015-02-17,42099,EXPO2015terramare
2015-02-2,3080,EXPO2015terramare
2015-02-3,6773,EXPO2015terramare
2015-02-9,6939,EXPO2015terramare
