username,photosCount,commentsCount,likesCount
"ve__ru",8,0,0
"ciccisbeanumberone",1,0,0
"nutrishowcooking",1,0,0
"roxygen_",2,0,0
"dgr_m",2,0,0
"catera_pgm",13,0,0
"elixc",1,0,0
"elisalongo_",5,0,0
"missgreta27",1,0,0
"ideeintavola",1,0,0
"robertamarelli",1,0,0
"giorgiosyr",1,0,0
"chef_jay95",1,0,0
"erbi_",2,0,0
"petit_brioche",2,0,0
"infrigoho",5,0,0
"thieleannick",1,0,0
"silviac_ilcassettodellericette",25,16,178
"gianzo0891",1,0,0
"ilariafilippelli",1,0,0
