votes,timestamp
93,2015-02-13T20:44:37.039Z
93,2015-02-13T21:45:13.238Z
93,2015-02-13T22:45:50.624Z
93,2015-02-13T23:46:26.432Z
93,2015-02-14T00:47:01.978Z
93,2015-02-14T01:47:38.730Z
93,2015-02-14T02:48:12.468Z
93,2015-02-14T03:48:49.925Z
93,2015-02-14T04:49:30.080Z
93,2015-02-14T05:50:11.577Z
93,2015-02-14T06:50:46.638Z
93,2015-02-14T07:51:23.377Z
93,2015-02-14T08:14:47.239Z
93,2015-02-14T09:15:22.967Z
93,2015-02-14T10:15:54.170Z
93,2015-02-14T11:16:24.811Z
93,2015-02-14T12:16:58.926Z
93,2015-02-14T13:17:33.321Z
93,2015-02-14T14:18:03.636Z
93,2015-02-14T15:18:51.407Z
93,2015-02-14T16:19:30.435Z
93,2015-02-14T17:20:08.293Z
93,2015-02-14T18:20:41.394Z
93,2015-02-14T20:25:32.063Z
93,2015-02-15T02:51:41.012Z
93,2015-02-15T03:52:13.032Z
93,2015-02-15T04:52:45.396Z
93,2015-02-15T05:53:17.697Z
93,2015-02-15T06:53:51.255Z
93,2015-02-15T07:54:31.071Z
93,2015-02-15T08:55:03.497Z
93,2015-02-15T09:55:35.166Z
93,2015-02-15T10:56:40.449Z
93,2015-02-15T11:57:22.976Z
93,2015-02-15T12:57:53.294Z
93,2015-02-15T13:58:24.326Z
93,2015-02-15T14:58:56.796Z
93,2015-02-15T15:59:32.008Z
93,2015-02-15T17:00:07.360Z
93,2015-02-15T18:00:37.583Z
93,2015-02-16T14:31:09.030Z
93,2015-02-16T15:31:47.540Z
93,2015-02-16T16:32:20.625Z
93,2015-02-16T23:06:54.393Z
93,2015-02-17T01:10:03.913Z
93,2015-02-17T02:13:49.181Z
93,2015-02-17T03:18:16.778Z
93,2015-02-17T04:18:49.455Z
93,2015-02-17T05:19:22.334Z
93,2015-02-17T06:19:54.202Z
93,2015-02-17T07:20:26.858Z
93,2015-02-17T08:21:00.123Z
93,2015-02-17T08:40:08.754Z
93,2015-02-17T09:17:11.142Z
93,2015-02-17T09:45:48.520Z
93,2015-02-17T10:46:35.596Z
93,2015-02-17T11:47:07.979Z
93,2015-02-17T14:52:15.068Z
93,2015-02-17T20:02:06.504Z
93,2015-02-17T21:02:44.357Z
93,2015-02-17T22:03:33.842Z
93,2015-02-17T23:04:16.436Z
93,2015-02-18T00:04:52.921Z
93,2015-02-18T01:05:29.385Z
93,2015-02-18T02:06:03.668Z
93,2015-02-18T03:06:37.671Z
93,2015-02-18T04:07:17.728Z
93,2015-02-18T05:07:54.223Z
93,2015-02-18T06:08:28.541Z
93,2015-02-18T07:09:06.269Z
93,2015-02-18T08:10:51.620Z
93,2015-02-18T09:11:35.776Z
93,2015-02-18T10:12:12.289Z
93,2015-02-18T11:13:23.304Z
