username,photosCount,commentsCount,likesCount
"gi_very_giulia",0.0,0.0,1
"lisacolcuoricino",0.0,0.0,2
"dimagrir_mangiando",0.0,0.0,5
"deeeeemz",0.0,0.0,2
"brontolinasosweet",0.0,0.0,3
"dimurocinzia",0.0,0.0,1
"ccproduce",0.0,0.0,3
"fragolina_91",0.0,0.0,2
"alfiek",0.0,0.0,1
"scuirpiom",0.0,0.0,1
"lsd_________",0.0,0.0,1
"arianna_contenti",0.0,0.0,4
"manuelle_algo",0.0,0.0,1
"celineandreoli",0.0,0.0,1
"annagio_22",0.0,0.0,2
"zhad.cro",0.0,0.0,1
"annamoruso",0.0,0.0,12
"veronikamazova",0.0,0.0,1
"sabriye_savaskurt",0.0,0.0,1
"ruban_alena",0.0,0.0,1
"albinasalihova77",0.0,0.0,1
"henry_scano",0.0,0.0,6
"agnesepelonero",0.0,0.0,1
"brewdcc",0.0,0.0,1
"cianoiak88",0.0,0.0,1
"josy_koga",0.0,0.0,1
"alittlebluedress",0.0,0.0,1
"carlos.varela.123276",0.0,0.0,1
"ambiii_xo",0.0,0.0,1
"terranovamiriam",0.0,0.0,2
"lezzetdunyasii",0.0,0.0,3
"bergolioglobal",0.0,0.0,5
"kivircik.kumral",0.0,0.0,1
"jally_bakery",0.0,0.0,3
"matias_herrera1_",0.0,0.0,1
"mutlu99hs_seda",0.0,0.0,1
"yesterdaysgoldensunset",0.0,0.0,1
"ma_ni_68",0.0,0.0,1
"nicsisland",0.0,0.0,1
"dudubalulu",0.0,0.0,1
"scusalamiaaciditamasonovegana",0.0,0.0,1
"marcociaffa",0.0,0.0,1
"luananiconina",0.0,0.0,2
"masterchef_it",0.0,0.0,1
"tensta.barn",0.0,0.0,1
"heyshania",0.0,0.0,1
"liwen.zhang",0.0,0.0,5
"heatherholiday_",0.0,0.0,1
"sniaman",0.0,0.0,4
"mardakhaevgerman",0.0,0.0,1
"szbabaoglu",0.0,0.0,1
"anastasioraffaella",0.0,0.0,2
"mary_casta",0.0,0.0,2
"entrepreneurfitness",0.0,0.0,1
"alice_in_foodland",0.0,0.0,8
"alessia.terrone",0.0,0.0,2
"lilouqui",0.0,0.0,1
"roselobboss",0.0,0.0,1
"desirelovell",0.0,0.0,1
"travelpunjab",0.0,0.0,2
"_mary_1828",0.0,0.0,1
"golden_lifestyle",0.0,0.0,1
"secretary3longest",0.0,0.0,1
"martinassirignano",0.0,0.0,2
"emyneazoa",0.0,0.0,1
"bam.bo.la",0.0,0.0,4
"gerardoantolino",0.0,0.0,1
"nonmichiamosofia",0.0,0.0,1
"lilianne_05",0.0,0.0,3
"_andrea_sgro_",0.0,0.0,1
"arlydark14",0.0,0.0,1
"theredgiant",0.0,0.0,1
"prxnce_sheldxn",0.0,0.0,1
"han.mb_",0.0,0.0,1
"s.v.tampieri",0.0,0.0,1
"betulnalbant35",0.0,0.0,1
"nadia_sitibondo",0.0,0.0,2
"lasariti",0.0,0.0,1
"brown_mani",0.0,0.0,1
"caffeitaliasoccermama",0.0,0.0,1
"la_baby62",0.0,0.0,1
"bravabeba",0.0,0.0,4
"novire",0.0,0.0,1
"bubushandmade",0.0,0.0,2
"alexia72",0.0,0.0,1
"oli_correia",0.0,0.0,1
"rm7a_la_bart_la",0.0,0.0,1
"annarizla",0.0,0.0,2
"scaredscooby",0.0,0.0,1
"ilaria0rru",0.0,0.0,1
"catalina_ichangemylife",0.0,0.0,2
"manta098",0.0,0.0,10
"katiekayi",0.0,0.0,1
"douglas_lidberg132",0.0,0.0,1
"soniaaserra",0.0,0.0,1
"angel_thisiswar",0.0,0.0,3
"nicoloceppi",0.0,0.0,1
"nalifranghj",0.0,0.0,1
"bowman.shirley2014",0.0,0.0,3
"andreatand",0.0,0.0,1
"tomelistapp",0.0,0.0,1
"kotovaforeva",0.0,0.0,1
"missletitti",0.0,0.0,1
"shiverthefrost",0.0,0.0,1
"sarettafrog",0.0,0.0,1
"930202_",0.0,0.0,1
"colorflyhome",0.0,0.0,1
"matte9302",0.0,0.0,3
"lungapanko",0.0,0.0,1
"amoibambini",0.0,0.0,1
"simona_0611",0.0,0.0,2
"graceaikk",0.0,0.0,1
"valestia8",0.0,0.0,1
"lenechristina26",0.0,0.0,1
"pierluigimolteni",0.0,0.0,1
"rosaria_m1998",0.0,0.0,1
"laurakhun",0.0,0.0,1
"antoniociringione97",0.0,0.0,1
"immichaelmorgan",0.0,0.0,1
"defergomez",0.0,0.0,1
"teirrafullerphotography",0.0,0.0,1
"nikiandreani",0.0,0.0,6
"thenofussvegan",0.0,0.0,1
"momamoo",0.0,0.0,1
"_foodgood_",0.0,0.0,1
"_vaness___",0.0,0.0,2
"scarletcards",0.0,0.0,1
"foodhealthyfoodhealthy",0.0,0.0,2
"17mamma",0.0,0.0,2
"michelleramirez",0.0,0.0,1
"ibeautykids",0.0,0.0,3
"gemmaivan",0.0,0.0,2
"patrickhardy",0.0,0.0,1
"jlebader",0.0,0.0,1
"missrana",0.0,0.0,1
"francy.fa",0.0,0.0,1
"byevashada",0.0,0.0,1
"sicilylovers",0.0,0.0,5
"capturingmomentaryhappiness",0.0,0.0,1
"caroelinb",0.0,0.0,1
"tonylochef",0.0,0.0,2
"thefashionpanda",0.0,0.0,3
"solecommunity",0.0,0.0,1
"chaihlatte",0.0,0.0,2
"gaetanorizzo",0.0,0.0,7
"beberecep",0.0,0.0,1
"leontineabdullah",0.0,0.0,1
"yeahhrightt",0.0,0.0,2
"cathleener",0.0,0.0,1
"timothysykes",0.0,0.0,1
"vellogiuliano",0.0,0.0,1
"artemisleblog",0.0,0.0,1
"miss_goldilocks",0.0,0.0,1
"cinnamon.roll.pics",0.0,0.0,1
"cyberpassion",0.0,0.0,1
"maxi_francy_",0.0,0.0,4
"stelindor",0.0,0.0,2
"roberta_mazzone",0.0,0.0,3
"magaphotoarts",0.0,0.0,3
"colonel_adam_tenenbaum",0.0,0.0,1
"kikkaseree",0.0,0.0,2
"miss_psipsina",0.0,0.0,1
"simonaterrosi",0.0,0.0,2
"elanabrown1",0.0,0.0,3
"balddy1997",0.0,0.0,1
"ellediet11",0.0,0.0,1
"itsumiyoko",0.0,0.0,1
"chiaraci1996",0.0,0.0,1
"chloefalala",0.0,0.0,2
"jesseshield",0.0,0.0,1
"destineeeruth",0.0,0.0,1
"santospauli",0.0,0.0,2
"copthoseshoes",0.0,0.0,1
"slameirinha",0.0,0.0,1
"sdsswim",0.0,0.0,1
"valeryzhou",0.0,0.0,1
"soffiablanco",0.0,0.0,1
"fivefour_",0.0,0.0,1
"carlaguillen23",0.0,0.0,1
"mario_mitterhofer",0.0,0.0,1
"annalisa_pucci",0.0,0.0,3
"fedefores",0.0,0.0,8
"alexanderxjdorvee",0.0,0.0,1
"ameleee",0.0,0.0,2
"sbinthevortex",0.0,0.0,1
"oyabur",0.0,0.0,1
"minnatbh",0.0,0.0,1
"modestlondon",0.0,0.0,1
"kkrisella",0.0,0.0,1
"liz_hernandez_15",0.0,0.0,1
"valeriaiossa",0.0,0.0,3
"norasca_",0.0,0.0,2
"bijouxsophie",0.0,0.0,4
"krisv_london",0.0,0.0,1
"crushallthebones",0.0,0.0,1
"soniagol",0.0,0.0,2
"letiziad5100",0.0,0.0,1
"radicapandora",0.0,0.0,1
"sayuri_takamura_",0.0,0.0,2
"alessandracusimano",0.0,0.0,2
"giusynondisponibile",0.0,0.0,3
"newyoungruler",0.0,0.0,2
"chiarabcn1",0.0,0.0,1
"tylisalisa",0.0,0.0,1
"madziik28",0.0,0.0,8
"valentinaclaudiooo",0.0,0.0,2
"cris_mello76",0.0,0.0,1
"alicegi7glia",0.0,0.0,1
"wilsonyenjh",0.0,0.0,1
"juuliiee__b",0.0,0.0,1
"italiadelcuore",0.0,0.0,2
"shinigamij",0.0,0.0,1
"sizo_fren_",0.0,0.0,1
"cai_nese",0.0,0.0,1
"giuliatinivellini",0.0,0.0,1
"coffeeandstitch",0.0,0.0,1
"taniadimeo",0.0,0.0,1
"jenniferjinliu",0.0,0.0,1
"aniraszsarina",0.0,0.0,1
"gyarosy",0.0,0.0,7
"instapmma",0.0,0.0,1
"roosaruusa",0.0,0.0,1
"aamchu",0.0,0.0,1
"federicapartenza_",0.0,0.0,8
"maja_jduo",0.0,0.0,4
"ewelsooon",0.0,0.0,1
"numpun_24",0.0,0.0,1
"albertogrossule",0.0,0.0,1
"lamausi_",0.0,0.0,1
"sanderdamen",0.0,0.0,2
"martavi93",0.0,0.0,1
"vale800",0.0,0.0,1
"franzrusso",0.0,0.0,1
"mangiacongliocchi",0.0,0.0,7
"danfazz",0.0,0.0,1
"eliaclasse1993",0.0,0.0,1
"mmhhld7485gmam",0.0,0.0,1
"cheirobomm",0.0,0.0,1
"anavalera03",0.0,0.0,1
"t.kasimo",0.0,0.0,4
"lovelycake2014",0.0,0.0,3
"vanessayvonne",0.0,0.0,1
"zieqpeace",0.0,0.0,1
"galialevi1",0.0,0.0,4
"minoiaagnese675110",0.0,0.0,1
"gustasano.it",4,0.0,7
"macymariano",0.0,0.0,1
"d_vange",0.0,0.0,2
"__elisa_marcolin__",0.0,0.0,2
"ipekyucesooy",0.0,0.0,1
"capatistefania",0.0,0.0,1
"mrs_felix92",0.0,0.0,1
"ver20",0.0,0.0,1
"svetlana_76_",0.0,0.0,1
"sexy_byheart86",0.0,0.0,4
"david_tuttolui",0.0,0.0,1
"justeencaze",0.0,0.0,1
"alysoncosta92",0.0,0.0,1
"chizzbruh",0.0,0.0,1
"galaicusgourmet",0.0,0.0,1
"alex190298",0.0,0.0,1
"tinytailstoyou",0.0,0.0,3
"space_11",0.0,0.0,1
"hopefulgaming",0.0,0.0,1
"caro_dout",0.0,0.0,1
"alexandrkuchkov",0.0,0.0,2
"thefitfork",0.0,0.0,2
"1annabascone",0.0,0.0,2
"instaphotosdaily89",0.0,0.0,2
"quintoquarto",0.0,0.0,1
"valedinuzzo",0.0,0.0,1
"achieving_healthy",0.0,0.0,3
"masrz23",0.0,0.0,1
"mariagraziacampagnoli",0.0,0.0,1
"_soph.i.e_",0.0,0.0,1
"maybinsnap",0.0,0.0,1
"squidkittenlove",0.0,0.0,3
"acar1962",0.0,0.0,2
"kla_m",0.0,0.0,1
"carramelll",0.0,0.0,1
"tinalanae",0.0,0.0,1
"amelietauziede",0.0,0.0,1
"louisehansen29",0.0,0.0,1
"elenagiappodazzi",0.0,0.0,2
"_yoitzwina_",0.0,0.0,2
"jelizabeth43",0.0,0.0,1
"rosek87",0.0,0.0,1
"novelcafektown",0.0,0.0,2
"flaminiavari",0.0,0.0,1
"ivataronna",0.0,0.0,1
"thewanderlustkitchen",0.0,0.0,1
"julie_angers",0.0,0.0,1
"klinik_chocohut",0.0,0.0,2
"elenuccia_90_",0.0,0.0,26
"alessiiaderosa",0.0,0.0,2
"selstevwing",0.0,0.0,1
"janatakacova",0.0,0.0,1
"isaisy2",0.0,0.0,1
"wannabeahug",0.0,0.0,3
"giuli_gargi",0.0,0.0,1
"citiesconnection",0.0,0.0,2
"allarapina",0.0,0.0,1
"dgalvan86",0.0,0.0,1
"alicesuozzi",0.0,0.0,1
"ceriolo",0.0,0.0,1
"allenedmond",0.0,0.0,1
"cate_louli",0.0,0.0,4
"southaustinfoodie",0.0,0.0,1
"martavelardi",0.0,0.0,3
"eugenehcwee",0.0,0.0,1
"mikehancho.69.jacksssss",0.0,0.0,1
"cicek2314",0.0,0.0,1
"godljs1004",0.0,0.0,1
"rubykiteinteriors",0.0,0.0,1
"badihgemayel",0.0,0.0,5
"cintiakokeny",0.0,0.0,1
"transcendental_subject",0.0,0.0,2
"bbello",0.0,0.0,2
"mighe_almient",0.0,0.0,2
"darioteresasalvador",0.0,0.0,1
"andreatoriello",0.0,0.0,1
"stopdrinkinghaterade",0.0,0.0,1
"sweetlaurelblog",0.0,0.0,2
"silvestri.alessandro",0.0,0.0,4
"karennnava",0.0,0.0,1
"anna.szasz",0.0,0.0,1
"orangemoonbeauty",0.0,0.0,1
"asgl8",0.0,0.0,1
"marie_liebtdasleben",0.0,0.0,1
"tylaoliver",0.0,0.0,5
"tanshiaocee",0.0,0.0,1
"alessandroonofri",0.0,0.0,1
"palinche",0.0,0.0,1
"1214karenkaren",0.0,0.0,5
"ichyavyusogakyu1970",0.0,0.0,1
"maryclaudineh",0.0,0.0,1
"phototolmachev",0.0,0.0,2
"morozmariana",0.0,0.0,1
"_nienien",0.0,0.0,1
"alessiapomponii",0.0,0.0,1
"thefeistykitchen",0.0,0.0,1
"marycelestekitchen",0.0,0.0,1
"divahoney2001",0.0,0.0,1
"heidi.daley",0.0,0.0,2
"hazel.wisner",0.0,0.0,1
"dashofsalt__",0.0,0.0,1
"gulerderinoglu",0.0,0.0,1
"jenniferbarbi",0.0,0.0,1
"will3942",0.0,0.0,1
"renatopuccetti",0.0,0.0,1
"mia_dora",0.0,0.0,1
"j_houck",0.0,0.0,1
"privilege718",0.0,0.0,1
"teo280895",0.0,0.0,1
"giorgirancati",0.0,0.0,3
"giulia_percivalle",0.0,0.0,3
"celinechien",0.0,0.0,1
"gloriousa_bp",0.0,0.0,1
"purpehbunneh",0.0,0.0,1
"unipv",0.0,0.0,1
"chiaracastellazzi",0.0,0.0,1
"lucyarellano",0.0,0.0,1
"louizababouryan",0.0,0.0,1
"bindie_",0.0,0.0,2
"francipek",0.0,0.0,1
"forgethangovers",0.0,0.0,1
"jas_lynn10",0.0,0.0,1
"alishafik",0.0,0.0,1
"miakimthibeault",0.0,0.0,2
"ezstyl",0.0,0.0,1
"now_fede_",0.0,0.0,2
"wendy_kimberry",0.0,0.0,1
"crissi086",0.0,0.0,1
"robinsoooo",0.0,0.0,1
"tamaraax3",0.0,0.0,1
"leej.a",0.0,0.0,1
"connorvnderson",0.0,0.0,1
"crisjimardo",0.0,0.0,1
"karlabeker",0.0,0.0,1
"ro_manz",0.0,0.0,1
"laselvahotel",0.0,0.0,4
"bindiaa_",0.0,0.0,1
"miriamveronica_",0.0,0.0,1
"mmmitch1123",0.0,0.0,1
"domenico_buccella",0.0,0.0,1
"mauro_lucianaz",0.0,0.0,1
"fordculture",0.0,0.0,1
"ginzel_freelifeshop",0.0,0.0,1
"stone_aleksandra",0.0,0.0,1
"manaccio",0.0,0.0,1
"kimberlysolon",0.0,0.0,13
"zimakoff",0.0,0.0,1
"discovermay",0.0,0.0,4
"yolanda_es",0.0,0.0,1
"nicasky",0.0,0.0,1
"jessicaalicesalter",0.0,0.0,1
"gelateriailgabbiano",0.0,0.0,2
"encarnyv",0.0,0.0,1
"manonegra28",0.0,0.0,1
"jasmin206",0.0,0.0,1
"justaypellam",0.0,0.0,2
"lavinialavinia",0.0,0.0,1
"holgadarling",0.0,0.0,1
"belcicjosip",0.0,0.0,1
"beagabriela",0.0,0.0,1
"nienke_ros",0.0,0.0,3
"rofelaua_",0.0,0.0,1
"danielleshaff",0.0,0.0,1
"nicolemartinezz",0.0,0.0,1
"mastermindneversayyes",0.0,0.0,1
"anitanaoko",0.0,0.0,1
"amc037",0.0,0.0,1
"bare.palm",0.0,0.0,1
"7davidsen",0.0,0.0,1
"chiaraachillioff",0.0,0.0,1
"_mass1m0_",0.0,0.0,1
"vrncnnn",0.0,0.0,1
"shturmanbasov",0.0,0.0,1
"summeru11",0.0,0.0,1
"bianca_bibu",0.0,0.0,3
"_marialand",0.0,0.0,1
"stepfrancescano",0.0,0.0,1
"michaelrox",0.0,0.0,1
"ianmcenroe",0.0,0.0,3
"albens88",0.0,0.0,1
"martiyeye",0.0,0.0,1
"itsmarkness",0.0,0.0,2
"shrimpvicheman",0.0,0.0,4
"jwaltersiv",0.0,0.0,1
"shayleenshay",0.0,0.0,2
"ffraaanciii",0.0,0.0,3
"izastrozniak",0.0,0.0,1
"dany_zecca",0.0,0.0,1
"graziellaottolini",0.0,0.0,1
"egogae",0.0,0.0,1
"food_cibo",0.0,0.0,1
"hannah.mufc",0.0,0.0,1
"lesliewestberry",0.0,0.0,1
"_michelleashley_",0.0,0.0,1
"bw_wednesday",0.0,0.0,2
"la__martina",0.0,0.0,3
"luca_guff",0.0,0.0,1
"trufflesandtrends",0.0,0.0,9
"ali_rampado",0.0,0.0,1
"_blackbow",0.0,0.0,1
"giadaghisetti",0.0,0.0,1
"laura_martinez_dessert_lover",0.0,0.0,1
"bruno_mariarita",0.0,0.0,3
"masstransitlimo",0.0,0.0,1
"saradancefashion",0.0,0.0,1
"vselenskaya_lyubov",0.0,0.0,1
"atelier_sophie",0.0,0.0,1
"sueg1963",0.0,0.0,1
"silverlinecatering",0.0,0.0,1
"leya_eatingclean",0.0,0.0,5
"moigiulii",0.0,0.0,1
"high.societyx",0.0,0.0,1
"vizziatissima",0.0,0.0,12
"meriem_manar",0.0,0.0,1
"lucinka_f",0.0,0.0,1
"sweatyswedes",0.0,0.0,1
"mrmichelemr",0.0,0.0,1
"annyvanmeener",0.0,0.0,1
"tan_ner",0.0,0.0,1
"grandmas_garden_relish",0.0,0.0,1
"z_eb_i",0.0,0.0,2
"johnweiseman",0.0,0.0,1
"patiix_",0.0,0.0,1
"dikteos",0.0,0.0,1
"pancevskidavor",0.0,0.0,1
"the_a_says",0.0,0.0,7
"isabelladifronzo",0.0,0.0,1
"ilovebylouise",0.0,0.0,1
"diva4eto_bg",0.0,0.0,1
"banishd",0.0,0.0,1
"alessiadanneo",0.0,0.0,1
"spappoleone",0.0,0.0,1
"stella_terapeuta",0.0,0.0,1
"shiraz.khoury",0.0,0.0,2
"she.loves.glitter",0.0,0.0,1
"esinturken",0.0,0.0,1
"angy_youandi",0.0,0.0,1
"rishipatpatia",0.0,0.0,1
"ivanaslatkica",0.0,0.0,1
"mrs_bosh",0.0,0.0,1
"dollsfactory",0.0,0.0,1
"lamarianna_",0.0,0.0,1
"igerschieti",0.0,0.0,2
"ioannamo18",0.0,0.0,1
"omtothenom",0.0,0.0,1
"smeerfeciaa",0.0,0.0,1
"jenniferbakes",0.0,0.0,4
"uninterruptedblabbering",0.0,0.0,1
"totoro_hi",0.0,0.0,1
"mariannalagall",0.0,0.0,2
"feddofetee",0.0,0.0,1
"klaraeques",0.0,0.0,1
"choonkhai",0.0,0.0,1
"cat.marchetti74",0.0,0.0,2
"butfirsttakemeaselfie",0.0,0.0,1
"pb_andsquats",0.0,0.0,1
"kaluzwilliams",0.0,0.0,1
"giulia_cs",0.0,0.0,1
"nicolangelods",0.0,0.0,1
"rayne7197",0.0,0.0,1
"courtneyperetti",0.0,0.0,1
"capturingalljazz",0.0,0.0,1
"sirgolfbum",0.0,0.0,1
"socialclubco",0.0,0.0,1
"angelminis",0.0,0.0,1
"debiizzle",0.0,0.0,1
"hnbower",0.0,0.0,1
"maricelaibrahim",0.0,0.0,1
"outsitethebox",0.0,0.0,1
"lorena_oruci",0.0,0.0,4
"hopehopp",0.0,0.0,1
"corianda",0.0,0.0,11
"tatianakorn",0.0,0.0,3
"caroolola",0.0,0.0,4
"salvatorelba",0.0,0.0,1
"agoscolantuoni",0.0,0.0,1
"heywheresgina",0.0,0.0,2
"leeloo93",0.0,0.0,2
"miamihospitalitygroup",0.0,0.0,2
"vincenzodl91",3,0.0,2
"sacsplace",0.0,0.0,3
"larabeltran21",0.0,0.0,1
"eya66",0.0,0.0,1
"mylifeaskele",0.0,0.0,1
"mrs.walthour",0.0,0.0,1
"simona_ginaldi",0.0,0.0,1
"patimatibragimovna",0.0,0.0,1
"airbuslover_",0.0,0.0,1
"stzzzzzan",0.0,0.0,1
"heartagram_88",0.0,0.0,4
"affi1975",0.0,0.0,1
"philippe.staubin",0.0,0.0,1
"chk121",0.0,0.0,6
"marti1978",0.0,0.0,2
"ki05ki03",0.0,0.0,2
"ariosto_spa",0.0,0.0,6
"ashleyleya",0.0,0.0,1
"axelbrat",0.0,0.0,1
"mrwester71",0.0,0.0,1
"clau_arla",0.0,0.0,3
"lorenzo2808",0.0,0.0,4
"melisafariasg",0.0,0.0,1
"ana_bo",0.0,0.0,1
"leninfrancog",0.0,0.0,1
"tiptotrip",0.0,0.0,1
"lollie1981",0.0,0.0,1
"floraliperta",0.0,0.0,1
"baba70300",0.0,0.0,1
"giuliocunico",0.0,0.0,1
"yenzo_life",0.0,0.0,1
"song_vely.0217",0.0,0.0,1
"cynnchann",0.0,0.0,1
"roxpacas",0.0,0.0,2
"safeseven",0.0,0.0,1
"sil_3293",0.0,0.0,1
"kiary_p",0.0,0.0,1
"taana2w",0.0,0.0,1
"lalicethea",0.0,0.0,1
"antoeffe81",0.0,0.0,3
"danielazarrella",0.0,0.0,3
"feature93",0.0,0.0,1
"robbyhartanto",0.0,0.0,1
"chi_ara99",0.0,0.0,1
"mary_ruggiero",0.0,0.0,1
"cristina_torrejon",0.0,0.0,9
"lisaerrr",0.0,0.0,2
"myfooddesire",0.0,0.0,4
"ir__sa",0.0,0.0,1
"fracturedcalm",0.0,0.0,3
"lylgrot",0.0,0.0,1
"isabell_uk_24",0.0,0.0,1
"an.lai5",0.0,0.0,1
"xpslrx",0.0,0.0,1
"kairam",0.0,0.0,1
"marco_zambelli",0.0,0.0,1
"roman_zolin",0.0,0.0,9
"viva_924",0.0,0.0,1
"giova82y",0.0,0.0,1
"sarettiiiina",0.0,0.0,12
"valentina__raver",0.0,0.0,1
"anja220491",0.0,0.0,1
"lorialwaysmile",0.0,0.0,1
"lojahomegood",0.0,0.0,6
"gerrylett",0.0,0.0,2
"mtimiii",0.0,0.0,1
"conmet21",0.0,0.0,1
"dariocosta93",16,0.0,1
"cookeatpl",0.0,0.0,1
"the.phoodie.app",0.0,0.0,1
"freyanorsesouth",0.0,0.0,1
"nils_23",0.0,0.0,1
"miyakibanas",0.0,0.0,1
"alessia_mucci_",0.0,0.0,4
"jasmina.skodnik",0.0,0.0,1
"sweet_mary1990",0.0,0.0,4
"shooog__",0.0,0.0,2
"stephcummings412",0.0,0.0,1
"ludootii",0.0,0.0,4
"catjrv",0.0,0.0,2
"lalla_frn10",0.0,0.0,1
"foodfitforfight",0.0,0.0,1
"cartahkimmy",0.0,0.0,1
"trendsontrends_",0.0,0.0,1
"fatz_75",0.0,0.0,1
"alessandra_gaggia",0.0,0.0,1
"masatakakurumi",0.0,0.0,1
"the_mrs_hayes",0.0,0.0,1
"imma_eatchew",0.0,0.0,2
"chocxlate_panda",0.0,0.0,9
"juliasaaw",0.0,0.0,1
"rihabtasnim",0.0,0.0,1
"notetoiris",0.0,0.0,2
"susannadarisi",0.0,0.0,1
"juliashleonard",0.0,0.0,4
"ciana870",0.0,0.0,1
"thedinz",0.0,0.0,1
"reginocollazo",0.0,0.0,1
"_sabry67_",0.0,0.0,1
"chaotic.louie",0.0,0.0,1
"chichi_n23",0.0,0.0,1
"sofiemilie",0.0,0.0,1
"renataarre11",0.0,0.0,2
"toneteam_",0.0,0.0,2
"lxxzha",0.0,0.0,1
"evaocchiverdi",0.0,0.0,2
"mariacreusamarchetti",0.0,0.0,1
"michela_delpiazzo",0.0,0.0,3
"fuck_you1488",0.0,0.0,1
"silvietti80",0.0,0.0,2
"annavicky",0.0,0.0,6
"sexysammies",0.0,0.0,1
"bengalooruprincess",0.0,0.0,1
"mona_mdd",0.0,0.0,3
"freedom_preneurs",0.0,0.0,1
"marti_ee",0.0,0.0,1
"bakeitfun",0.0,0.0,5
"emma_the_rose4",0.0,0.0,1
"ruipla",0.0,0.0,1
"amanracalya",0.0,0.0,1
"lilulillu",0.0,0.0,1
"tasty__page",0.0,0.0,1
"silviaboettger",0.0,0.0,2
"mycookstagram",0.0,0.0,2
"albanianaviator",0.0,0.0,1
"amantidelbuongusto",0.0,0.0,1
"percy_62",0.0,0.0,3
"lacucinadellavale",0.0,0.0,1
"eatstreetfood_roma",0.0,0.0,8
"meellzinha",0.0,0.0,1
"majinsimo",0.0,0.0,3
"_laura1007_",0.0,0.0,1
"blessedb49",0.0,0.0,3
"samhybrid",0.0,0.0,1
"andraideve9265",0.0,0.0,2
"nonnapaperina",0.0,0.0,5
"ale_micons",0.0,0.0,1
"ithamarkabral",0.0,0.0,1
"dona.alberio",0.0,0.0,1
"snow0587",0.0,0.0,7
"alessandra_sasina",0.0,0.0,1
"healthyandsimplefood",0.0,0.0,1
"torresvang",0.0,0.0,1
"ardatimur",0.0,0.0,1
"suli6668",0.0,0.0,1
"laiyori",0.0,0.0,1
"monali_mishra",0.0,0.0,3
"valeriaf90",0.0,0.0,1
"sevyaz",0.0,0.0,1
"flowerica_",0.0,0.0,2
"giulia_toy",2,0.0,1
"omallythealicat",0.0,0.0,1
"valenovalles",0.0,0.0,1
"annapinklife",0.0,0.0,1
"mohsenoo7",0.0,0.0,2
"fededondi_",0.0,0.0,1
"stevencocco",0.0,0.0,3
"mimizoxoxnm",0.0,0.0,1
"my_namadi",0.0,0.0,3
"evetttb",0.0,0.0,3
"sofialoren",0.0,0.0,3
"mishra_monali_26",0.0,0.0,2
"connie.neal.s",0.0,0.0,2
"lookover.vely",0.0,0.0,2
"alicecalliope",0.0,0.0,5
"demodecesena",0.0,0.0,1
"thefoodieinheels",0.0,0.0,1
"mygosss",0.0,0.0,1
"wendyparis",0.0,0.0,1
"mitcheelkitcheen",0.0,0.0,1
"elistyleblog",0.0,0.0,1
"pallid_stone",0.0,0.0,1
"enajjayne",0.0,0.0,1
"colbyanderson2467",0.0,0.0,1
"franciscogrsilveira",0.0,0.0,1
"jessicagalleni",0.0,0.0,3
"meikepradita",0.0,0.0,3
"masciupi",0.0,0.0,1
"carla.bassani.3",0.0,0.0,2
"ferrazelizabeth",0.0,0.0,3
"lozzn",0.0,0.0,1
"organicstl",0.0,0.0,4
"_ross88_",0.0,0.0,2
"ombry_b",0.0,0.0,2
"corsy27",0.0,0.0,2
"you.loves.it",0.0,0.0,1
"jenniferfortheveganwin",0.0,0.0,1
"vanessa_necci",0.0,0.0,1
"francipuggin",0.0,0.0,14
"gaiuzza_forever",0.0,0.0,1
"i_heart_granola",0.0,0.0,2
"kinga_a",0.0,0.0,3
"ceca.kfm",0.0,0.0,2
"nightkitchenali",0.0,0.0,6
"ginetta_58",0.0,0.0,2
"ll_locket",0.0,0.0,1
"cephasmaddraym",0.0,0.0,1
"ryz0n",0.0,0.0,1
"giuli_1",0.0,0.0,1
"um_khalid53736",0.0,0.0,2
"valeririggio",0.0,0.0,2
"grec01",0.0,0.0,1
"tibbux_75",0.0,0.0,1
"moro.mou",0.0,0.0,1
"valeriavincente",0.0,0.0,1
"nicoidrotermogas",0.0,0.0,11
"mimma650",0.0,0.0,5
"alesyasevruk",0.0,0.0,1
"manire9",0.0,0.0,4
"laydeelucy11",0.0,0.0,1
"nasibeh.soofi",0.0,0.0,1
"k_marad",0.0,0.0,1
"matteodevilla",0.0,0.0,1
"m.a.r.t.i_1",0.0,0.0,1
"rkt96_",0.0,0.0,1
"cindystamptress",0.0,0.0,3
"atesburn",0.0,0.0,1
"ilcippy",0.0,0.0,7
"jessalynmena",0.0,0.0,1
"rosy_variety",0.0,0.0,3
"chiara3007",0.0,0.0,1
"pepperoni_dnepr",0.0,0.0,1
"ale_freedom5",0.0,0.0,1
"alessandro.tung",0.0,0.0,1
"marianneff_",0.0,0.0,6
"montshg",0.0,0.0,1
"raydays1",0.0,0.0,3
"jo__lo",0.0,0.0,1
"mudo91",0.0,0.0,2
"elsapuffetta",0.0,0.0,6
"anaceneviv",0.0,0.0,1
"vizael",0.0,0.0,2
"balukov7",0.0,0.0,1
"gif.co",0.0,0.0,1
"sabryna_massaro",0.0,0.0,1
"giuseppe_pipitone_",0.0,0.0,7
"eightanewstart",0.0,0.0,1
"ninipesiwarissa",0.0,0.0,1
"eline_koetje",0.0,0.0,1
"mariannavosca",0.0,0.0,1
"gia_rgb",0.0,0.0,1
"denisa.birce",0.0,0.0,2
"loollyss",0.0,0.0,1
