timestamp,providerId
2015-02-14T12:12:46.284Z,500183029928102026_247905705
2015-02-20T23:02:24.826Z,924833297375369374_195570197
2015-02-18T08:40:24.599Z,819706997881597132_35467202
2015-02-17T15:28:50.776Z,922460818083929621_1429981782
2015-02-19T15:45:38.241Z,906404609336165905_37199240
2015-02-18T08:40:24.442Z,524412468288712651_35467202
2015-02-17T09:39:00.932Z,922274781657589430_1457505024
2015-02-16T10:00:43.629Z,847804754947514583_1546125551
2015-02-16T23:05:15.808Z,921881914232561165_1050328094
2015-02-20T11:17:09.115Z,189118179785480680_7757981
2015-02-16T23:05:15.604Z,918315377769302653_1678638569
2015-02-14T13:12:46.649Z,847204913490420906_1258946016
2015-02-17T15:28:51.033Z,922406731611088519_1251776768
2015-02-16T09:00:33.052Z,920408633796017315_1497931870
2015-02-17T10:47:33.404Z,922315398844540118_1457505024
2015-02-19T21:50:55.527Z,785638251644284169_19373546
2015-02-20T15:21:21.508Z,662257268277134038_317596295
2015-02-19T15:45:38.333Z,684927539533584599_443814613
2015-02-20T21:00:20.083Z,924776187019816734_533430922
2015-02-17T16:29:11.564Z,892541416624910836_1056869123
2015-02-16T09:00:34.357Z,910105213967298670_1056869123
2015-02-20T17:23:05.147Z,913589839346742380_49252764
2015-02-19T15:45:38.406Z,886453905486518804_443814613
2015-02-16T09:00:33.398Z,920777830443985148_291462761
2015-02-16T10:00:44.094Z,896853732465674301_25331633
2015-02-14T13:12:46.503Z,713677127501735777_1258946016
2015-02-20T11:17:09.445Z,916870944833575220_7757981
2015-02-17T10:47:57.525Z,922312901740487850_1457505024
2015-02-14T14:12:47.858Z,916573493046351616_642701092
2015-02-17T10:47:55.621Z,922313244809389237_1457505024
2015-02-14T12:12:45.239Z,682552617989160369_16389206
2015-02-19T15:45:37.979Z,911778511043296677_1552126150
2015-02-19T11:54:22.101Z,923795032008009160_1251776768
2015-02-18T16:43:47.061Z,889809837463364340_6432487
2015-02-18T21:46:32.680Z,923367909430323724_1563376465
2015-02-14T11:12:44.849Z,920162217924667991_210382217
2015-02-19T12:54:51.640Z,784580913953534079_1056869123
2015-02-18T20:45:53.562Z,923321648911256263_1376079641
2015-02-19T07:51:02.430Z,923675570234483068_227270535
2015-02-17T10:48:00.507Z,922306347830109273_1457505024
2015-02-16T09:00:33.853Z,920964326966492005_1292482365
2015-02-19T12:54:51.669Z,923816559922394010_50199875
2015-02-14T13:12:47.079Z,916654057289564858_1468952703
2015-02-17T12:47:34.448Z,922357106802190169_1457505024
2015-02-19T23:52:21.513Z,686857246134530692_1056869123
2015-02-20T18:58:15.348Z,923177184573558148_1050249130
2015-02-17T10:48:00.684Z,922303018047661103_1457505024
2015-02-18T08:40:24.590Z,723822361087994952_35467202
2015-02-19T23:52:21.571Z,383167226997092690_268578819
2015-02-14T13:12:46.663Z,848277086971881167_1258946016
2015-02-19T15:45:37.915Z,908638203627569098_1552126150
2015-02-19T21:50:55.542Z,859656808849435768_19373546
2015-02-16T10:00:43.660Z,903094624848728575_988847835
2015-02-19T13:55:22.662Z,923843132095510508_1575703884
2015-02-16T23:05:16.311Z,921818935682591563_1563376465
2015-02-14T12:12:45.310Z,839704683894390329_16389206
2015-02-19T15:45:38.396Z,881646186187463238_443814613
2015-02-14T12:12:46.294Z,499686102857878275_247905705
2015-02-16T09:00:31.578Z,850005363927714184_1441941441
2015-02-19T22:51:40.350Z,692078848781490993_7757981
2015-02-20T12:18:08.010Z,900603561313346161_1546125551
2015-02-19T11:54:22.082Z,678286067781790012_464398769
2015-02-19T15:45:37.541Z,910703241821946997_1683966536
2015-02-16T23:05:16.262Z,915707995672196752_1329015428
2015-02-17T15:28:50.935Z,922432553960943534_19501610
2015-02-17T12:47:34.425Z,922368906662798362_1457505024
2015-02-16T09:00:34.086Z,878387299522481716_1050249130
2015-02-20T19:59:16.023Z,924749613254503684_1574448514
2015-02-17T11:47:34.025Z,922337451111321852_1553095483
2015-02-19T14:56:10.618Z,923881123396432691_268578819
2015-02-18T11:41:36.832Z,923015220072423519_498503207
2015-02-16T09:00:32.716Z,914557403877161680_230119941
2015-02-19T15:45:38.298Z,921578967641769835_37199240
2015-02-14T13:12:46.456Z,906633992416562044_1376079641
2015-02-17T08:39:01.318Z,800115533149675220_580652598
2015-02-16T23:05:15.624Z,921928248987257251_1376079641
2015-02-20T16:22:12.522Z,924640224539503682_1574448514
2015-02-16T09:00:33.191Z,900735095265220088_1459145180
2015-02-19T11:54:22.358Z,893632086891078455_1546125551
2015-02-19T15:45:37.886Z,923735492050552446_1683966536
2015-02-19T15:45:37.687Z,916466514437604957_1683966536
2015-02-20T17:23:05.011Z,913804265320559719_49252764
2015-02-19T20:49:51.147Z,924070241266386855_866988152
2015-02-20T12:18:07.724Z,910308121229435478_1546125551
2015-02-16T09:00:32.294Z,781686467047360609_1441941441
2015-02-19T08:51:38.725Z,923680604892583548_27960660
2015-02-17T15:28:50.860Z,922441387638209881_248094814
2015-02-18T14:42:54.457Z,916850535901229488_266130315
2015-02-16T10:00:44.053Z,917188788788791539_297468713
2015-02-14T14:12:47.823Z,788178247346499814_46214555
2015-02-19T15:45:38.010Z,912950963387628716_1552126150
2015-02-14T12:12:45.395Z,920182504598251300_1251776768
2015-02-14T14:12:47.635Z,169471460020661334_19501610
2015-02-20T18:58:15.453Z,924703419334967655_1488435815
2015-02-19T15:45:37.852Z,920841163359389254_1683966536
2015-02-17T16:29:11.545Z,922484855144830999_12106397
2015-02-21T09:13:35.870Z,925150770826021192_232889321
2015-02-19T15:45:37.494Z,909952697654314876_1683966536
2015-02-16T11:00:32.705Z,881123355170407939_6288808
2015-02-16T23:05:16.393Z,908057216055938502_26459002
2015-02-17T16:29:11.680Z,922473513336015786_25331633
2015-02-16T10:00:43.623Z,848487466607878897_1546125551
2015-02-19T15:45:38.067Z,916462442665606505_1552126150
2015-02-16T23:05:16.403Z,766434458200531087_197502647
2015-02-17T20:36:08.619Z,922566237185163902_4673119
2015-02-19T10:52:46.642Z,923768914296590397_352153219
2015-02-18T04:38:58.489Z,922851903695870095_12106397
2015-02-17T16:29:11.644Z,911525268122792883_1056869123
2015-02-20T22:01:18.925Z,924832521240211932_1056869123
2015-02-18T14:42:54.451Z,917333449323639654_266130315
2015-02-17T09:39:00.865Z,922287739347429211_1457505024
2015-02-16T13:00:32.925Z,921644840460430433_29143530
2015-02-14T12:12:46.236Z,510974889973975613_247905705
2015-02-14T14:12:47.885Z,920147911328732884_642701092
2015-02-20T17:23:05.064Z,762865479360132660_49252764
2015-02-17T09:39:00.886Z,922282517195679502_1457505024
2015-02-17T21:36:28.622Z,922622889935532451_1056869123
2015-02-19T15:45:37.901Z,907829172642119385_1552126150
2015-02-19T15:45:37.636Z,915071907443246226_1683966536
2015-02-14T14:12:47.802Z,895700487055682793_19501610
2015-02-19T15:45:38.309Z,923825294685652334_37199240
2015-02-18T08:40:24.918Z,879903270655651460_35467202
2015-02-20T19:59:15.862Z,917167208732416702_235457165
2015-02-19T11:54:22.040Z,620383913520065030_464398769
2015-02-20T18:58:15.413Z,924044970141191299_1050249130
2015-02-14T17:12:47.780Z,920333557778910141_1376079641
2015-02-16T09:00:34.224Z,920870736090795611_26459002
2015-02-17T20:36:08.732Z,920854335385660192_5090665
2015-02-14T12:12:46.262Z,508117246351707105_247905705
2015-02-19T15:45:38.277Z,913771234800583815_37199240
2015-02-20T19:59:15.932Z,924439682005943170_1407253919
2015-02-17T10:48:00.664Z,922303892669097026_1457505024
2015-02-19T15:45:37.377Z,909507446758180568_1683966536
2015-02-18T12:42:01.668Z,923094223829961147_25331633
2015-02-16T09:00:34.409Z,918266523850864196_660899316
2015-02-18T09:40:48.595Z,428054336021622555_35467202
2015-02-17T08:39:01.270Z,790573550177656215_580652598
2015-02-17T10:48:01.235Z,922296130027415504_1457505024
2015-02-19T11:54:22.127Z,814990980900644885_464398769
2015-02-19T15:45:37.766Z,918718466294809936_1683966536
2015-02-19T15:45:37.960Z,911701178638794230_1552126150
2015-02-20T17:23:05.110Z,847679978021271275_49252764
2015-02-16T10:00:44.061Z,919350921479719114_297468713
2015-02-20T17:23:05.114Z,859715232332461587_49252764
2015-02-16T10:00:44.098Z,919376236478335475_297468713
2015-02-18T17:44:15.400Z,915970638001769010_1376079641
2015-02-14T21:13:13.967Z,810278498748827041_1486910992
2015-02-17T20:36:08.773Z,786860059983486530_682479230
2015-02-14T17:12:47.790Z,920328511309903473_476289764
2015-02-17T09:39:00.959Z,922265543216490036_1457505024
2015-02-21T19:25:18.749Z,925470894565401514_1546125551
2015-02-21T23:30:16.557Z,872368828267929905_1546125551
2015-02-19T11:54:22.054Z,670765391948736575_464398769
2015-02-17T09:39:00.919Z,922277625211152084_1457505024
2015-02-17T21:36:28.517Z,919466631329722725_268578819
2015-02-20T11:17:09.646Z,924495818459632589_316271971
2015-02-18T19:45:17.304Z,825446026734192618_1359349080
2015-02-20T23:02:24.715Z,296959286274321515_35467202
2015-02-17T21:36:28.532Z,922631534777755368_1457505024
2015-02-17T20:36:08.791Z,915338723263126991_682479230
2015-02-14T15:12:47.693Z,920255069406605499_268578819
2015-02-16T09:00:34.023Z,807752728762682506_1050249130
2015-02-16T09:00:34.533Z,796428690617482810_373623022
2015-02-19T15:45:38.383Z,743523254358513791_443814613
2015-02-20T17:23:05.153Z,915131026939525074_49252764
2015-02-19T15:45:38.152Z,923283839052283815_1552126150
2015-02-17T15:28:51.004Z,922407016230269219_268578819
2015-02-14T14:12:47.903Z,887582506793288660_42989335
2015-02-16T10:00:43.699Z,910897482089237049_297468713
2015-02-21T23:30:16.743Z,910910954324664942_1546125551
2015-02-19T15:45:37.511Z,910116490703275225_1683966536
2015-02-14T12:12:45.379Z,888482481152573033_16389206
2015-02-19T15:45:38.062Z,915074361488178636_1552126150
2015-02-19T15:45:37.746Z,814546778176016660_316271971
2015-02-16T23:05:16.379Z,912477429699217904_1376079641
2015-02-19T15:45:37.574Z,911416676373235648_1683966536
2015-02-19T15:45:38.232Z,908558002741724401_37199240
2015-02-20T11:17:09.501Z,924496407047152474_1509012791
2015-02-18T09:40:48.616Z,434005781422173296_35467202
2015-02-14T11:12:44.767Z,907918929832227242_292580043
2015-02-17T09:39:00.955Z,922270975418984062_1457505024
2015-02-20T07:58:39.324Z,919663689144742404_50199875
2015-02-21T23:30:16.572Z,876670932558062166_1546125551
2015-02-20T19:59:15.870Z,917192167835950062_235457165
2015-02-20T12:18:07.982Z,902139942653174143_1546125551
2015-02-20T22:01:19.288Z,924804780966891513_37006874
2015-02-18T11:41:38.165Z,923051486865446413_1459145180
2015-02-16T09:00:32.800Z,879655644620870114_322729819
2015-02-18T00:37:35.967Z,861802227231656187_1376079641
2015-02-18T14:42:54.472Z,917332554988974929_266130315
2015-02-16T09:00:33.256Z,921062256500532700_217753832
2015-02-14T12:12:45.387Z,918678749954817764_16389206
2015-02-16T09:00:33.271Z,921056746619528411_217753832
2015-02-16T09:00:34.345Z,887523085962473616_1056869123
2015-02-17T10:47:53.954Z,922314796517319886_1457505024
2015-02-18T08:40:24.644Z,870243307314375766_35467202
2015-02-16T13:00:32.917Z,921645671788260468_29143530
2015-02-17T11:47:34.015Z,922343776171615858_1457505024
2015-02-21T06:10:03.889Z,907144690737623269_50199875
2015-02-17T10:47:33.392Z,922318998975046917_1457505024
2015-02-17T20:36:08.754Z,922531613154419429_1139592247
2015-02-19T11:54:22.087Z,761421179695851532_464398769
2015-02-20T21:00:20.068Z,924794292303727065_224261185
2015-02-18T17:44:15.641Z,923231883515955564_1376079641
2015-02-19T20:49:51.156Z,731594426659323111_373623022
2015-02-20T16:22:12.491Z,924616806404332149_144596413
2015-02-19T16:46:44.650Z,923952466377077743_1056869123
2015-02-16T10:00:43.642Z,844108758908445090_1546125551
2015-02-20T19:59:16.014Z,924746505264944803_296546652
2015-02-16T10:00:43.436Z,602304431246641385_25331633
2015-02-20T12:18:08.254Z,924530000018551353_50199875
2015-02-18T20:45:53.517Z,923334586809308626_296546652
2015-02-19T15:45:37.699Z,916573417071183087_1683966536
2015-02-18T14:42:54.462Z,916824505798947528_266130315
2015-02-16T12:00:32.874Z,921628112969915351_12106397
2015-02-18T18:44:50.415Z,923269181822588578_296546652
2015-02-18T12:42:01.572Z,794282627922984296_5261854
2015-02-19T20:49:51.730Z,783239409682037795_373623022
2015-02-19T12:54:51.657Z,923828006627502504_1563376465
2015-02-18T08:40:24.545Z,542060687919311894_35467202
2015-02-20T15:21:21.848Z,889783848649395693_536692082
2015-02-18T09:40:48.589Z,417942772790751090_35467202
2015-02-20T10:16:22.758Z,924477894682182668_1562823808
2015-02-17T11:47:34.005Z,922349754918872463_1251776768
2015-02-18T12:42:01.689Z,794077859966205281_538314718
2015-02-19T15:45:37.868Z,922350067838879388_1683966536
2015-02-18T12:42:01.591Z,794574143367217025_5261854
2015-02-16T09:00:34.580Z,682094159983493009_373623022
2015-02-21T19:25:18.761Z,925395955987081568_264428161
2015-02-17T09:39:00.926Z,922275745105995455_1457505024
2015-02-17T15:28:51.153Z,922370087925286469_1562823808
2015-02-20T12:18:07.700Z,912313881392095626_1546125551
2015-02-16T10:00:44.087Z,919374686590732766_297468713
2015-02-17T10:48:01.170Z,922297247641659363_1457505024
2015-02-19T07:51:02.469Z,894971020653113919_50199875
2015-02-20T22:01:19.085Z,922413713569257257_254634004
2015-02-18T09:40:48.657Z,439587430222425655_35467202
2015-02-20T22:01:19.187Z,900593521090988982_1455242401
2015-02-21T09:13:34.461Z,925163668425410239_1683966536
2015-02-17T16:29:11.538Z,922487565537630294_12106397
2015-02-16T09:00:33.210Z,913216180762891664_1459145180
2015-02-16T09:00:33.409Z,921005204770504784_276057159
2015-02-20T18:58:15.443Z,924710436221748881_1683966536
2015-02-20T21:00:20.076Z,864486949464345172_1376079641
2015-02-20T18:58:15.397Z,767220899270135465_1050249130
2015-02-20T12:18:07.378Z,924538856044685639_1563376465
2015-02-18T11:41:36.860Z,923075158163102216_1121609901
2015-02-21T23:30:16.641Z,894235258365976668_1546125551
2015-02-14T14:12:47.646Z,243939392406236978_19501610
2015-02-20T18:58:15.311Z,924728485530234475_1574448514
2015-02-20T16:22:12.362Z,915895432158916910_1503943851
2015-02-14T14:12:47.625Z,160029074748157121_19501610
2015-02-20T17:23:05.099Z,808578827292456141_49252764
2015-02-18T08:40:24.925Z,922973295837327621_478045907
2015-02-20T21:00:19.850Z,924800436467698128_1376079641
2015-02-20T19:59:15.991Z,918035992568475569_37251098
2015-02-14T12:12:46.271Z,501460552406206858_247905705
2015-02-20T12:18:08.259Z,924519868303173251_1457505024
2015-02-16T23:05:15.688Z,921892114998439530_29143530
2015-02-19T23:52:21.576Z,475960013932442515_268578819
2015-02-21T16:20:56.695Z,922504037762384420_4673119
2015-02-14T11:12:44.819Z,920161900061306994_292580043
2015-02-21T16:20:56.712Z,923984466633867374_4673119
2015-02-20T23:02:24.649Z,292603359861567442_35467202
2015-02-17T09:39:00.878Z,922285471264394221_1678638569
2015-02-20T18:58:15.300Z,924735897126309750_488644354
2015-02-21T22:29:02.454Z,925566183363779057_195570197
2015-02-19T13:55:22.674Z,923841799018182904_1549737237
2015-02-18T11:41:36.826Z,915983066234019986_6432487
2015-02-19T20:49:50.982Z,924024665278109642_296546652
2015-02-16T14:00:34.018Z,921149192231494502_218206575
2015-02-21T11:16:18.061Z,925228264819835899_12993887
2015-02-17T09:47:33.492Z,922292759174342555_1457505024
2015-02-20T15:21:21.761Z,910990237417638976_536692082
2015-02-20T17:23:05.073Z,797186099962918175_49252764
2015-02-20T23:02:24.770Z,372358539796180204_35467202
2015-02-16T10:00:43.569Z,921566027332409445_198943541
2015-02-19T14:56:10.610Z,923883302353009701_1541927718
2015-02-20T23:02:24.719Z,370897372812832299_35467202
2015-02-21T23:30:16.737Z,909286471453155999_1546125551
2015-02-18T06:39:39.431Z,922910623341686416_29143530
2015-02-21T16:20:56.625Z,925383474264006385_254195374
2015-02-16T23:05:15.741Z,921890378430754340_29143530
2015-02-21T14:19:49.036Z,925321054744457217_268578819
2015-02-19T14:56:10.224Z,923899525955875400_1056869123
2015-02-20T23:02:24.594Z,167670566594179053_35467202
2015-02-22T10:44:20.906Z,699098730011575278_3019367
2015-02-22T10:44:22.069Z,924034802125128260_3019367
2015-02-22T10:44:22.078Z,924705599311331874_3019367
2015-02-22T10:44:21.891Z,920409206572729261_3019367
2015-02-22T10:44:20.926Z,915132188209726365_3019367
2015-02-23T09:19:58.887Z,924509855837883028_25636057
2015-02-22T10:44:22.035Z,921103767125115778_3019367
2015-02-22T10:44:22.061Z,924704996178805268_3019367
2015-02-22T10:44:20.915Z,925934027658535894_1546125551
2015-02-22T10:44:21.144Z,922438248603861305_3019367
2015-02-20T23:02:24.632Z,272177493377707461_35467202
2015-02-18T21:46:32.771Z,923355578854565172_1457505024
2015-02-16T13:00:32.911Z,921649047842270382_29143530
2015-02-20T11:17:09.660Z,924496628595844338_1457505024
2015-02-18T06:39:39.414Z,922911433085628061_29143530
2015-02-16T09:00:32.435Z,921544371536906389_1678638569
2015-02-18T20:45:53.486Z,923346599084581921_1457505024
2015-02-21T06:10:03.805Z,797643032895435385_50199875
2015-02-18T12:42:01.682Z,923081788329321640_1457505024
2015-02-19T19:49:04.709Z,924031945946570655_682479230
2015-02-19T14:56:10.294Z,923895486302286732_431117203
2015-02-20T23:02:24.708Z,292618303730510935_35467202
2015-02-21T09:13:34.616Z,925160745918594271_5261854
2015-02-16T23:05:16.355Z,921843287023823566_230827185
2015-02-21T12:17:29.281Z,925249335131274538_1541927718
2015-02-20T17:23:05.159Z,873148049524460637_214163778
2015-02-19T21:50:55.487Z,924102538489743545_1678638569
2015-02-17T20:36:08.624Z,922560506168895281_1457505024
2015-02-23T09:19:56.941Z,926251773367193413_536692082
2015-02-23T09:19:57.961Z,926162180726326496_1683966536
2015-02-23T09:19:58.811Z,926125268394351945_580652598
2015-02-23T09:19:57.338Z,926172399098708039_1488435815
2015-02-18T21:46:32.766Z,923357401254487405_1457505024
2015-02-22T10:44:22.042Z,921839837915661113_3019367
2015-02-22T11:45:46.128Z,925976954148848089_857193935
2015-02-22T10:44:22.056Z,924034386301829689_3019367
2015-02-23T09:19:58.231Z,412225370200935670_214163778
2015-02-23T09:19:58.408Z,646478101017725976_214163778
2015-02-23T09:19:58.969Z,926042609996813199_177653859
2015-02-22T10:44:21.148Z,917379161369362641_3019367
2015-02-23T09:19:59.085Z,926052917306273378_220799170
2015-02-22T10:44:20.655Z,694867119682372495_3019367
2015-02-22T10:44:20.831Z,698315315175768220_3019367
2015-02-16T14:00:33.990Z,921690170132475851_29143530
2015-02-23T09:19:58.727Z,926128921548259244_1653606630
2015-02-23T09:19:55.554Z,926261340300384412_443814613
2015-02-22T01:32:44.630Z,925667900488276513_12106397
2015-02-23T09:19:59.370Z,926047652431343063_220799170
2015-02-23T09:19:59.429Z,926033231465089090_533088009
2015-02-20T18:58:15.373Z,766496381564128342_1050249130
2015-02-20T23:02:24.608Z,197710243036294251_35467202
2015-02-21T21:27:43.429Z,925534687648647438_25331633
2015-02-21T12:17:29.326Z,925243260083301049_1563376465
2015-02-23T09:19:58.939Z,926107039941717203_1574448514
2015-02-16T09:00:33.265Z,921061086088390041_217753832
2015-02-20T11:17:09.473Z,924497497689187589_1457505024
2015-02-18T15:43:21.239Z,923182516732938539_1678638569
2015-02-20T23:02:24.613Z,200680119413665262_35467202
2015-02-19T19:49:04.744Z,708855963817483765_682479230
2015-02-17T20:36:08.628Z,922556805551253200_1457505024
2015-02-18T09:40:48.606Z,432454337422323670_35467202
2015-02-16T11:00:32.680Z,921596066645366649_635649820
2015-02-16T09:00:33.135Z,921215571825564157_403308621
2015-02-20T12:18:08.264Z,910858194924892397_1056869123
